id,city,name,address,neigborhood,zip,county,type,latitude,longitude
16604,NYC,BLISS DELI & GROCERY CORP,4622 QUEENS BOULEVARD,SUNNYSIDE,11104,NEW YORK CITY,GROCERY SUPERMARKET,40.742926268000076,-73.91821291099996
16497,NYC,2355 DELI & GROCERY CORP,2355 GRAND CONCOURSE,BRONX,10468,BRONX,CONVENIENCE STORE,40.85901719700007,-73.89924838099995
16503,NYC,4G DELI CORP,11316 SUTPHIN BOULEVARD,JAMAICA,11435,QUEENS,GROCERY SUPERMARKET,40.68646109600007,-73.79406595499995
16396,NYC,124 STOP 1 FOOD MART INC,124 UNION STREET,BROOKLYN,11231,BROOKLYN,GROCERY SUPERMARKET,40.68419413200007,-74.00244823299994
16925,NYC,KAID ABDULLA NAGI,2185 PACIFIC STREET,BROOKLYN,11233,BROOKLYN,GROCERY SUPERMARKET,40.675747510000065,-73.91400869999995
16529,NYC,"CAMPOS BAGELS & DELI, INC",3962 RICHMOND  AVENUE,STATEN ISLAND,10312,NEW YORK CITY,GROCERY SUPERMARKET,40.54162456100005,-74.16267723099998
16241,NYC,1224 MANHATTAN DELI CORP/DELI NASSAU,183 NASSAU AVENUE,BROOKLYN,11222,NEW YORK CITY,DELICATESSEN,40.725407405000055,-73.94587905399999
16732,NYC,SAI NEWS INC,11327A QUEENS BOULEVARD,FOREST HILLS,11375,QUEENS,GROCERY SUPERMARKET,40.71769739000007,-73.83531097299993
16366,NYC,MARINA GOURMET DELI INC,246 EAST 23RD STREET,NEW YORK,10010,MANHATTAN,CONVENIENCE STORE,40.73805461100005,-73.98136139699994
16803,NYC,QUICK DELI & CANDY CORP,8202 ROOSEVELT  AVENUE,JACKSON HEIGHTS,11372,QUEENS,GROCERY SUPERMARKET,40.74763296700007,-73.88371764399994
16089,NYC,589 BAKERY INC,589 1ST  AVENUE,NEW YORK,10016,NEW YORK CITY,CONVENIENCE STORE,40.74355942700004,-73.97370617099995
16801,NYC,YAN LIN,155 YORK STREET,BROOKLYN,11201,BROOKLYN,GROCERY SUPERMARKET,40.70146850800006,-73.98456894599997
16211,NYC,NY MC DELI INC,6302 BROADWAY,WOODSDE,11377,NEW YORK CITY,GROCERY SUPERMARKET,40.74993489700006,-73.89908170899997
16294,NYC,SHIV DELI & GROCERY INC,3522 CLARENDON ROAD,BROOKLYN,11203,BROOKLYN,CONVENIENCE STORE,40.643553137000026,-73.94316918799996
16895,NYC,166ST DELI GROCERY CORP,182 B EAST 166TH STREET,BRONX,10456,BRONX,GROCERY SUPERMARKET,40.83155575100005,-73.91878890299995
16578,NYC,JAYUYA DELI GROCERY,2958 WHITE PLAINS  ROAD,BRONX,10467,BRONX,GROCERY SUPERMARKET,40.86957926400004,-73.86715424399995
16967,NYC,HILLSIDE #1 DELI CORP,16401 HILLSIDE AVENUE,JAMAICA,11432,QUEENS,GROCERY SUPERMARKET,40.70888713000005,-73.79870827599996
16275,NYC,BURNSIDE'S GOURMET DELI & GROCERY,38 WEST BUENSIDE AVENUE,BRONX,10453,BRONX,CONVENIENCE STORE,40.85379962900004,-73.90902371799996
16409,NYC,M&E ENERGY CORP,3620 QUEENS BOULEVARD,LONG ISLAND CITY,11101,NEW YORK CITY,TOBACCO RETAIL,40.74413123700003,-73.92867241999994
16230,NYC,GRA CONVENIENT II INC,7626 5TH  AVENUE,BROOKLYN,11209,BROOKLYN,CONVENIENCE STORE,40.628143616000045,-74.02323202999997
17003,NYC,D & J GROCERY CORP.,927 GRAND  STREET,BROOKLYN,11211,BROOKLYN,GROCERY SUPERMARKET,40.712847613000065,-73.93710724699997
16204,NYC,LISA GROCERY & DELI,261 E 172TH STREET,BRONX,10457,BRONX,PHARMACY,40.849331720000066,-73.89809272799994
16585,NYC,99 ESQUINA GROCERY AND DELI CORP,99 EAST 198TH STREET,BROOKLYN,10468,BROOKLYN,GROCERY SUPERMARKET,40.870635238000034,-73.89173534999998
16553,NYC,"ONE'S FRUIT & GROCERY OF, NYC",315 1ST AVENUE,NEW YORK,10003,NEW YORK CITY,GROCERY SUPERMARKET,40.73402069900004,-73.98067606299998
16481,NYC,SWEET SIXTEEN PARTY & GIFTS CORP,200 BEACH 116TH STREET,FAR ROCKAWAY,11694,NEW YORK CITY,CONVENIENCE STORE,40.57976988400003,-73.83704520799995
16048,NYC,DISCOUNT DAIRY FARM GROCEY INC,2730 OCEAN AVENUE,BROOKLYN,11229,BROOKLYN,CONVENIENCE STORE,40.59473359200007,-73.95057615499996
16371,NYC,QUEENS BIJOUX CORP,13854 84TH  DRIVE,BRIARWOOD,11435,QUEENS,CONVENIENCE STORE,40.709133345000055,-73.81816653799996
16802,NYC,SAMIRA KENZ,10707 ROCKAWAY  BOULEVARD,QUEENS,11417,QUEENS,GROCERY SUPERMARKET,40.67838744300008,-73.83197493999995
16045,NYC,NO 1 DELI CORP.,819 FOREST AVENUE,STATEN ISLAND,10310,STATEN ISLAND,CONVENIENCE STORE,40.62896471300007,-74.11657481999998
16117,NYC,QUICK PICK GROCERY & 99 PLUS,280 BROAD WAY,STATEN ISLAND,10310,STATEN ISLAND,CONVENIENCE STORE,40.63439437300008,-74.11718570299996
16608,NYC,LOPEZ JER DELI GROCERY INC,1185 BROADWAY,BROOKLYN,11221,BROOKLYN,CONVENIENCE STORE,40.692526533000034,-73.92733774299995
17001,NYC,JOE SOUTH SIDE DELI,11577 SUTPHIN BOULEVARD,NEW YORK,11434,QUEENS,GROCERY SUPERMARKET,40.68278733300008,-73.79257523799998
16420,NYC,FAMILY EXPRESS DELI GROCERY,628 NOSTRAND  AVENUE,BROOKLYN,11216,BROOKLYN,CONVENIENCE STORE,40.67707388700006,-73.94985701999997
17014,NYC,JAMAICA MINI MARKET INC,17103 JAMAICA  AVENUE,JAMAICA,11432,QUEENS,GROCERY SUPERMARKET,40.707537442000046,-73.78850635999999
16168,NYC,DEE NEWSTAND AND CANDY CORP,75 VARET STREET,BROOKLYN,11206,NEW YORK CITY,GROCERY SUPERMARKET,40.703082893000044,-73.94237433499995
16492,NYC,SEDGWICK DELI & GROCERY CORP,2701 SEDGWICK  AVENUE,BRONX,10468,NEW YORK CITY,GROCERY SUPERMARKET,40.87000584900005,-73.90321585699996
16799,NYC,SSAR INC,2321 65TH STREET,BROOKLYN,11204,NEW YORK CITY,GROCERY SUPERMARKET,40.61218512800008,-73.97862588899994
16978,NYC,SAYEDGE DELI LTD,5800 MOSHOLU  AVENUE,BRONX,10471,BRONX,GROCERY SUPERMARKET,40.90509657300004,-73.89717839299993
16599,NYC,152ND STREET FOOD CORP,835 EAST 152ND STREET,BRONX,10455,BRONX,GROCERY SUPERMARKET,40.815228096000055,-73.90414478799994
16598,NYC,BROOKLYN SMOKE SHOP INC,198 FLATBUSH AVENUE,BROOKLYN,11217,BROOKLYN,TOBACCO RETAIL,40.68164161400006,-73.97573653099994
16894,NYC,"SHOHATEE, ALI A",2266 1ST AVENUE,NEW YORK,10035,MANHATTAN,GROCERY SUPERMARKET,40.796341787000074,-73.93511418399999
16359,NYC,GOLD STREET MARKET INC.,257 GOLD STREET,BROOKLYN,11201,BROOKLYN,CONVENIENCE STORE,40.696887960000026,-73.98312484899998
16170,NYC,GREEN FAMILY MART NYC INC,2110 30TH  AVENUE,ASTORIA,11102,NEW YORK CITY,GROCERY SUPERMARKET,40.76966505100006,-73.92739252299998
16313,NYC,"WAHIB, MOHAMED A.",269 TROY AVENUE,BROOKLYN,11213,BROOKLYN,CONVENIENCE STORE,40.66986622600007,-73.93654429399999
16914,NYC,HEIGHTS TATOO,1610 ST NICHOLAS  AVENUE,NEW YORK,10040,NEW YORK CITY,OTHER,40.85534110400005,-73.92928418499997
16423,NYC,RAMSES II DELI CORP.,732  10TH AVENUE,NEW YORK,10019,NEW YORK CITY,DELICATESSEN,40.76458099300004,-73.99183488299997
16595,NYC,1217 MARINA INC,11520 BEACH CHANNEL DRIVE,ROCKAWAY PK,11694,QUEENS,GROCERY SUPERMARKET,40.581917383000075,-73.83799725199998
16755,NYC,SMILEY NEWS INC.,2271 MCDONALD AVENUE,BROOKLYN,11223,BROOKLYN,GROCERY SUPERMARKET,40.596965589000035,-73.97322480599996
16404,NYC,CASANOVA GROCERY CORP,108-19 JAMAICA AVENUE,RICHMOND HILL,11418,QUEENS,CONVENIENCE STORE,40.69580634500005,-73.83894133499996
16631,NYC,NEW DREAMLAND DELI GROCERY CORP,501 GRANDVIEW AVENUE,RIDGEWOOD,11385,NEW YORK CITY,GROCERY SUPERMARKET,40.70971840000004,-73.90762205599998
16863,NYC,TANG'S AMBER MINI MARKET INC,868 UTICA AVENUE,BROOKLYN,11203,BROOKLYN,GROCERY SUPERMARKET,40.65199742900006,-73.93047652599995
16975,NYC,NOME AVENUE DELI CORP,452 NOME AVENUE,STATEN ISLAND,10314,STATEN ISLAND,GROCERY SUPERMARKET,40.59006562900004,-74.16476512099996
16069,NYC,BRADFORD FRIENDSHIP DELI GROCERY INC,5 BRADFORD STREET,BROOKLYN,11207,NEW YORK CITY,GROCERY SUPERMARKET,40.67972081400006,-73.89394636799994
16778,NYC,EASY GRAB & GO CORP,374 VAN DUZER  STREET,STATEN ISLAND,10304,NEW YORK CITY,CONVENIENCE STORE,40.62910085500005,-74.07962108099997
16388,NYC,163 ASHLEY DELI GROCERY INC,3244 THIRD AVENUE,BRONX,10451,NEW YORK CITY,GROCERY SUPERMARKET,40.823924143000056,-73.90874165299994
16057,NYC,EXCELL DISCOUNT AND GROCERY CORP,87 PITT STREET,NEW YORK,10002,NEW YORK CITY,CONVENIENCE STORE,40.71852863300006,-73.98240276099995
16310,NYC,DOUBLE SEVEN DELI & GROCERY INC,77 VAN BUREN STREET,BROOKLYN,11221,NEW YORK CITY,GROCERY SUPERMARKET,40.69015816900003,-73.94254329599994
16655,NYC,MANHATTAN SMOKE SHOP & CANDY CORP,41B MADISON STREET,NEW YORK,10038,NEW YORK CITY,GROCERY SUPERMARKET,40.68394385800008,-73.95747856899999
16217,NYC,PAL MINI MART CORP,4421 4421 AVENUE,BKLYN,11220,BROOKLYN,GROCERY SUPERMARKET,40.64196780300006,-74.00956233999995
16804,NYC,GOLDEN LION CHENG LE INC,6831 FRESH MEADOW  LANE,FRESH MEADOWS,11365,QUEENS,CONVENIENCE STORE,40.73328363600007,-73.79451734899999
16828,NYC,PIN DELI & GROCERY CORP,9101 80TH STREET,WOODHAVEN,11421,QUEENS,CONVENIENCE STORE,40.68653918600006,-73.86082656099995
17032,NYC,A & B FRUIT MARKET OF NY CORP.,1208 NOSTRAND  AVENUE,BROOKLYN,11225,BROOKLYN,GROCERY SUPERMARKET,40.657707379000044,-73.95033605499998
16910,NYC,EMPIRE TOBACCO SHOP CORP,521 MYRTLE  AVENUE,BROOKLYN,11205,BROOKLYN,GROCERY SUPERMARKET,40.69370838400005,-73.96383410099997
15726,NYC,JSK PRODUCE INC,1368 YORK AVENUE,NEW YORK,10021,NEW YORK CITY,GROCERY SUPERMARKET,40.76742139900006,-73.95329417899995
16107,NYC,GERARD FOOD MARKET INC,740 GERARD AVENUE,BRONX,10451,BRONX,GROCERY SUPERMARKET,40.824633953000045,-73.92658247699995
16862,NYC,MARLINE PRICE RITE DELI GROCERY INC,9501 SUTPHIN BOULEVARD,JAMAICA,11435,QUEENS,CONVENIENCE STORE,40.69819802000006,-73.80628307999996
16176,NYC,FAMILY DOLLAR STORES OF NEW YORK INC,3382 ATLANTIC  AVENUE,BROOKLYN,11208,NEW YORK CITY,OTHER,40.681523895000055,-73.87179306799999
15807,NYC,STOP 1 MONEY MARKET INC,513 BRIGHTON BEACH  AVENUE,BROOKLYN,11235,NEW YORK CITY,GROCERY SUPERMARKET,40.57754779700008,-73.96189698399996
16300,NYC,BURJ KHALEEFA DELI INC,1981 AMSTERDAM AVENUE,NEW YORK,10032,NEW YORK CITY,DELICATESSEN,40.833556603000034,-73.94148933599996
16812,NYC,BORGATA DELI CORP.,1977 86TH STREET,BROOKLYN,11214,BROOKLYN,CONVENIENCE STORE,40.604795644000035,-73.99851572199998
16280,NYC,LILY'S DELI FOOD CORP.,374 WILLIS AVENUE,BRONX,10454,BRONX,DELICATESSEN,40.81217090100006,-73.92063475899994
16536,NYC,250 LIVONIA DELI AND GROCERY INC,250 LIVONIA AVENUE,BROOKLYN,11212,BROOKLYN,GROCERY SUPERMARKET,40.662603786000034,-73.90848640099995
16847,NYC,G DELI GROCERY CORP,676 CASTLE HILL AVENUE,BRONX,10473,BRONX,GROCERY SUPERMARKET,40.82084829900003,-73.84841595799998
16912,NYC,THE CANTEEN ON 13 CORP,3808 13TH  AVENUE,BROOKLYN,11218,BROOKLYN,GROCERY SUPERMARKET,40.641042578000054,-73.98590115099995
16882,NYC,LINCOLN DELI GROCERY EXPRESS CORP,181 LINCOLN AVENUE,BRONX,10454,NEW YORK CITY,GROCERY SUPERMARKET,40.80975941100007,-73.92809650599997
16998,NYC,R & H BROTHERS INC,1702 LINDEN STREET,RIDGEWOOD,11385,QUEENS,DELICATESSEN,40.70263870400004,-73.91020905999994
16874,NYC,MARILYN'S DELI GROCERY CORP,1027 WALTON  AVENUE,BRONX,10452,NEW YORK CITY,GROCERY SUPERMARKET,40.83106653300007,-73.92189936299997
16387,NYC,JD MINIMARKET INC.,7423 18TH  AVENUE,BROOKLYN,11204,NEW YORK CITY,DELICATESSEN,40.613498685000025,-73.99581867699999
16665,NYC,N  AND A FOOD CORP,222 EAST 198TH STREET,BRONX,10458,BRONX,GROCERY SUPERMARKET,40.869646362000026,-73.89018031699999
16256,NYC,FRSH POND EXPRESS DELI INC,6620 FRSH POND  ROAD,RIDGEWOOD,11385,QUEENS,DELICATESSEN,40.70851182800004,-73.89811781299994
16160,NYC,HI LIFE TOBACCO INC.,16808 UNION TURNPIKE,FRESH MEADOWS,11366,QUEENS,CONVENIENCE STORE,40.72293263300003,-73.79999131099999
16224,NYC,WALTON DELI AND GROCERY,975 WALTON AVENUE,BRONX,10452,BRONX,DELICATESSEN,40.82985670900007,-73.92259984899994
16341,NYC,"SHOPWELL, INC",10 EAST UNION SQUARE,NEW YORK,10003,MANHATTAN,GROCERY SUPERMARKET,40.73104979400006,-73.98887060499999
16887,NYC,2013 ABIGAIL DELI GROCERY CORP,787 E 185 STREET,BRONX,10460,BRONX,CONVENIENCE STORE,40.85231771000008,-73.88234231399997
16646,NYC,EMPIRE STATE DELI GROCERY INC,1665 MADISON AVENUE,NEW YORK,10029,NEW YORK CITY,GROCERY SUPERMARKET,40.79669144700006,-73.94722407999996
16291,NYC,TARAN GROCERIES INC,14310 45TH AVENUE,FLUSHING,11355,QUEENS,CONVENIENCE STORE,40.75401659600004,-73.81807478499996
16286,NYC,J&F DELI GROCERY INC,145-89 GUY R BREWER BOULEVARD,JAMAICA,11434,NEW YORK CITY,GROCERY SUPERMARKET,40.66377631300003,-73.76846500699997
16730,NYC,YAHYA N.G. RASHED & HEITHAM H. YEHYA,284 E KINGSBRIDGE  ROAD,BRONX,10458,BRONX,GROCERY SUPERMARKET,40.863527813000076,-73.89430651799995
16573,NYC,DMV DELI EXPRESS INC,1332 COMMERCE  PLACE,BRONX,10461,NEW YORK CITY,GROCERY SUPERMARKET,40.83698254300003,-73.84062385199996
16857,NYC,F & B ORGANIC DELI GROCERY INC,728 DRIGGS AVENUE,BROOKLYN,11211,BROOKLYN,GROCERY SUPERMARKET,40.71291754600003,-73.96045871499996
16647,NYC,GENUINE DELI AND GROCERY CORP,700 FULTON  STREET,BROOKLYN,11217,BROOKLYN,GROCERY SUPERMARKET,40.68601469600003,-73.97386118699995
16078,NYC,PANCHO DELI GROCERY STORE INC,111-04 142ND STREET,JAMAICA,11435,QUEENS,CONVENIENCE STORE,40.68564522200006,-73.80248110899998
16716,NYC,SAIED DELI CORP,105 EAST 125 STREET,NEW YORK,10035,MANHATTAN,GROCERY SUPERMARKET,40.80493359700006,-73.93866437599996
16164,NYC,DAD DELI & CAFE INC,5924 KISSENA BOULEVARD,FLUSHING,11355,NEW YORK CITY,RESTAURANT/ATUPA,40.74014324800004,-73.81515628799997
16721,NYC,BAY STOP DELI 2970 CORP,2970 OCEAN AVENUE,BROOKLYN,11235,BROOKLYN,GROCERY SUPERMARKET,40.58888494300004,-73.94947589099996
16943,NYC,PAPA FIRO GROCERY CORP,109 3RD  AVENUE,BROOKLYN,11217,NEW YORK CITY,GROCERY SUPERMARKET,40.682872417000056,-73.98232412799996
16532,NYC,181 ST CANDY & DELI CORP,110 EAST 181 STREET,BRONX,10453,NEW YORK CITY,GROCERY SUPERMARKET,40.85481311700005,-73.90336504599998
16458,NYC,F & L MINI MARKET CORP,1690 LEXINGTON AVENUE,NEW YORK,10029,NEW YORK CITY,GROCERY SUPERMARKET,40.79239995200004,-73.94620656899997
16476,NYC,LASLAGUNAS DELI CORP,444 MELROSE STREET,BROOKLYN,11237,BROOKLYN,DELICATESSEN,40.705547876000026,-73.92619785099998
16329,NYC,BROADWAY CORNE DELI & GROCERY CORP,251 BROADWAY,STATEN ISLAND,10310,NEW YORK CITY,DELICATESSEN,40.635256868000056,-74.11732556699997
16226,NYC,I LIKE IT LLC,240 PAGE AVENUE,STATEN ISLAND,10307,STATEN ISLAND,STAND,40.518230118000076,-74.23460074799993
16844,NYC,CHAND SERVICE INC,3083 WEBSTER AVENUE,BRONX,10467,BRONX,GROCERY SUPERMARKET,40.870559842000034,-73.87788492599998
16457,NYC,SW JOANN'S DELI INC.,1373 BAY STREET,STATEN ISLAND,10305,STATEN ISLAND,CONVENIENCE STORE,40.61020982500003,-74.06322182399998
16033,NYC,1278 DELI & GROCERY CORP,1278 MORRIS AVENUE,BRONX,10472,NEW YORK CITY,DELICATESSEN,40.835209951000024,-73.91291226399994
16330,NYC,J&J SUTPHIN MARKET INC,111-02 SUTPHIN  BOULEVARD,JAMAICA,11435,QUEENS,CONVENIENCE STORE,40.68850189800003,-73.79552355099997
16219,NYC,313 DISCOUNT CANDY & TOBACCO CORP,313 CENTRAL AVENUE,BROOKLYN,11221,NEW YORK CITY,GROCERY SUPERMARKET,40.69533546900004,-73.92024663599994
16512,NYC,LUNA GOURMENT DELI GROCERY INC,147 SHERMAN AVENUE,NEW YORK,10034,MANHATTAN,GROCERY SUPERMARKET,40.86451309600005,-73.92338742599998
16382,NYC,66 MYRTLE AVE DELI & GROCERY INC,6601 MYRTLE AVENUE,GLENDALE,11385,NEW YORK CITY,GROCERY SUPERMARKET,40.70135778200006,-73.88826205999999
16269,NYC,QUEENS VARIETY INC,3940 QUEENS BOULEVARD,SUNNYSIDE,11104,QUEENS,CONVENIENCE STORE,40.743704716000025,-73.92495408199994
16956,NYC,2741 K AND M DELI GROCERY CORP,2741 WHITE PLAINS ROAD,BRONX,10467,NEW YORK CITY,GROCERY SUPERMARKET,40.86648244100007,-73.86731625299996
16243,NYC,527 CONVENIENT STORE INC,527A MALCOLM X BOULEVARD,NEW YORK,10037,NEW YORK CITY,CONVENIENCE STORE,40.81512712800003,-73.94022859699999
16556,NYC,K GOURMET DELI CORP,1804 WEBSTER AVENUE,BRONX,10457,BRONX,GROCERY SUPERMARKET,40.84553570500003,-73.90212064499997
16833,NYC,BONNIE CHATTERJEE,652 E 233RD STREET,BRONX,10466,BRONX,GROCERY SUPERMARKET,40.89385383500007,-73.85885914099998
16871,NYC,KHALED M N AHMED,11120 101TH  AVENUE,S RICHMOND HILL,11419,NEW YORK CITY,GROCERY SUPERMARKET,40.68823387200007,-73.83197260899993
16666,NYC,S & M GOURMET INC,670 CASTLE HILL AVENUE,BRONX,10473,BRONX,CONVENIENCE STORE,40.82072824900007,-73.84838565399997
16649,NYC,DAY & NIGHT DELI GROCERY CORP,1017 LEGGET  AVENUE,BRONX,10455,BRONX,GROCERY SUPERMARKET,40.81398733300006,-73.89953588799995
16533,NYC,VINAYAK GROCERY INC,2  SECOND  STREET,BROOKLYN,11231,NEW YORK CITY,GROCERY SUPERMARKET,40.67939446500003,-73.99523241399999
16087,NYC,S.A.D. GROCERY STORE CORP,260 MALCOLM X BOULEVARD,NEW YORK,10027,NEW YORK CITY,GROCERY SUPERMARKET,40.80660322500006,-73.94622802399994
16277,NYC,GALAXY WIRELESS & SMOKE SHOP CORP,4104 5TH AVENUE,BROOKLYN,11232,MANHATTAN,TOBACCO RETAIL,40.65004282900003,-74.00521287899994
16642,NYC,D & J  GROCERY AND CONVENIENCE INC,59 NASSUA  STREET,NEW YORK,10038,NEW YORK CITY,GROCERY SUPERMARKET,40.70919720400008,-74.00878982899997
16466,NYC,SANA NEWS INC,381 BROADWAY,NEW YORK,10013,NEW YORK CITY,STAND,40.71812048800007,-74.00297505399999
16202,NYC,MYRTLE MARKET PLACE CORP,1218 MYRTLE  AVENUE,BROOKLYN,11221,NEW YORK CITY,OTHER,40.697593108000035,-73.92952778099993
16181,NYC,NEW DESHI BAZAR INC.,7615 WOODSIDE AVENUE,ELMHURST,11373,QUEENS,GROCERY SUPERMARKET,40.743537282000034,-73.88824574199998
16934,NYC,ALZAMZAMI SUPERMARKET INC,14702A ROCKAWAY  BOULEVARD,JAMAICA,11436,QUEENS,GROCERY SUPERMARKET,40.67338476300006,-73.79065717199995
16077,NYC,LATE NIGHT STOP 1 DELI  INC,9429 5TH  AVENUE,BROOKLYN,11209,NEW YORK CITY,DELICATESSEN,40.61587870400007,-74.03094786299994
16509,NYC,"KING DELI EXPRESS AND GROCERY,INC",920 E TREMONT AVENUE,BRONX,10460,BRONX,GROCERY SUPERMARKET,40.84172533900005,-73.88372347099994
16643,NYC,K&S WEST INDIAN DELI & GROCERY INC,111-41 LEFFERTS BOULEVARD,S OZONE PARK,11420,NEW YORK CITY,GROCERY SUPERMARKET,40.679345512000054,-73.82074968399996
16926,NYC,NEW LUCKY BEST CENTER INC,5822 8TH  AVENUE,BROOKLYN,11220,BROOKLYN,GROCERY SUPERMARKET,40.63622309600004,-74.00882253699996
16208,NYC,PATEL BALDEVBHAI S,420 BROADWAY,NEW YORK,10013,NEW YORK CITY,STAND,40.71949502800004,-74.00171475799993
16909,NYC,COURT JUICE BAR & DELI INC,205 COURT STREET,BROOKLYN,11201,BROOKLYN,GROCERY SUPERMARKET,40.68702521400007,-73.99365078399995
16946,NYC,SHAH'S CORNER DELI GROCERY INC,1714 WEST 6TH  STREET,BROOKLYN,11223,BROOKLYN,GROCERY SUPERMARKET,40.60528283700006,-73.97920515899995
16292,NYC,13TH AVE DELI & GROCERY INC,7024 13TH  AVENUE,BROOKLYN,11218,BROOKLYN,GROCERY SUPERMARKET,40.62298601500004,-74.00468343899996
16668,NYC,ONE AMMEER DELI & GROCERY CORP,466 BAY  STREET,STATEN ISLAND,10304,NEW YORK CITY,GROCERY SUPERMARKET,40.63074159000007,-74.07664377799995
15658,NYC,YOGI KRUPA 594 INC,594-596 COLUMBUS  AVENUE,NEW YORK,10024,NEW YORK CITY,CONVENIENCE STORE,40.78826233400008,-73.97095454699996
16570,NYC,MATTY'S GOURMET DELI PLUS INC.,13207 JAMAICA AVENUE,RICHMOND HILL,11418,QUEENS,GROCERY SUPERMARKET,40.70220116400003,-73.82017935499994
16949,NYC,LALY DELI & GROCERY CORP,147 WEST 168TH STREET,BRONX,10452,BRONX,GROCERY SUPERMARKET,40.83851776300003,-73.92601614399996
16979,NYC,GROCERY TOST CAFE INC.,59 4TH AVENUE,NEW YORK,10003,MANHATTAN,CONVENIENCE STORE,40.73077542400006,-73.99045579999995
15656,NYC,HAGAR DELI DISCOUNT CORP,2614 3RD  AVENUE,BRONX,10454,BRONX,CONVENIENCE STORE,40.81220470100004,-73.92502765499995
16700,NYC,M & B GROCERY CORP,1435 CENTRAL AVENUE,FAR ROCKAWAY,11691,NEW YORK CITY,GROCERY SUPERMARKET,40.60590756300007,-73.75103095399999
16727,NYC,KIKO CAFE CORP.,478 EAST 169TH STREET,BRONX,10456,BRONX,GROCERY SUPERMARKET,40.832980502000055,-73.90582129399996
16964,NYC,"CHUMBER FRIED CHICKEN, INC",12020 MERRICK BOULEVARD,JAMAICA,11434,QUEENS,GROCERY SUPERMARKET,40.68402016300007,-73.77035714499993
17015,NYC,KAI'S DELI INC,1980 3RD AVENUE,NEW YORK,10029,NEW YORK CITY,GROCERY SUPERMARKET,40.79337900000007,-73.94339646699996
16205,NYC,VECINO GROCERY INC,1711 HARMAN  STREET,RIDGEWOOD,11385,NEW YORK CITY,GROCERY SUPERMARKET,40.70494165400004,-73.91388292499994
16480,NYC,BAGHDAD DELI CORP,215-11 JAMAICA AVENUE,QUEENS VILLAGE,11428,QUEENS,DELICATESSEN,40.717227689000026,-73.74034650599998
17012,NYC,BHELA INC,10515 MERRICK BOULEVARD,JAMAICA,11433,QUEENS,CONVENIENCE/GAS,40.70047314200008,-73.78904949799994
15746,NYC,COMMUNITY CANDY CORP,3513 BROADWAY,NEW YORK,10031,NEW YORK CITY,CONVENIENCE STORE,40.825559386000066,-73.95123701199998
16831,NYC,QUICK SHOP CONVENIENCE INC,25 PARK  PLACE,NEW YORK,10007,NEW YORK CITY,GROCERY SUPERMARKET,40.713145990000044,-74.00894841399997
17004,NYC,MIKE DELI AND GROCERY CORP,202 FORDHAM ROAD,BRONX,10468,NEW YORK CITY,GROCERY SUPERMARKET,40.86257134400006,-73.90926004999994
16342,NYC,GOOD DELI & GROCERY CORP,698 BECK STREET,BRONX,10455,BRONX,GROCERY SUPERMARKET,40.814974009000025,-73.90040342399993
16483,NYC,QUICK STOP NEWYOK INC,286 5TH  AVENUE,NEW YORK,10001,NEW YORK CITY,CONVENIENCE STORE,40.74615973300007,-73.98626712799995
16629,NYC,SABROSO DELI MARKET INC,1564 PARK PLACE,BROOKLYN,11213,BROOKLYN,GROCERY SUPERMARKET,40.67205276800007,-73.92540179199995
16908,NYC,ABE'S CONVENIENT DELI CORP.,8 EAST MOUNT EDEN AVENUE,BRONX,10452,BRONX,GROCERY SUPERMARKET,40.84429092600004,-73.91466929899997
16426,NYC,"YOGI 115, INC",115-18 LIBERTY  AVENUE,RICHMOND HILL,11418,QUEENS,CONVENIENCE STORE,40.68572568600007,-73.82749010799995
16155,NYC,SUPER ECONOMIC ONE WAY SUPERMARKET CORP.,104-21 GLENWOOD ROAD,BROOKLYN,11236,BROOKLYN,CONVENIENCE STORE,40.64897520000005,-73.89647674099996
16919,NYC,JLD DELI GROCERY CORP,834  NEW LOTS  AVENUE,BROOKLYN,11208,NEW YORK CITY,GROCERY SUPERMARKET,40.66755497300005,-73.87989003099995
16612,NYC,MAIN STREET AUTO SERVICES INC,6720 MAIN STREET,FLUSHING,11367,NEW YORK CITY,GROCERY SUPERMARKET,40.733964677000074,-73.82538861399996
16640,NYC,KIARA GROCERY STORE,222 PALMETTO STREET,BROOKLYN,11221,BROOKLYN,GROCERY SUPERMARKET,40.695009120000066,-73.91544813399997
16111,NYC,JAI MAA ENERGY & FOOD INC,1255 EAST GUN HILL  ROAD,BRONX,10469,BRONX,GAS STATION,40.87237771100007,-73.85059200999996
16715,NYC,ANGEL MINI MARKET CORP,1236 INTERVALE  AVENUE,BRONX,10459,BRONX,CONVENIENCE STORE,40.82902918000008,-73.89439859499998
16285,NYC,MARCY SUPERMARKET AND DELI CORP,784 MARCY  AVENUE,BROOKLYN,11216,NEW YORK CITY,GROCERY SUPERMARKET,40.68687369500003,-73.94755625699997
16886,NYC,RABEAA FOOD CORP,890 ROCKAWAY  AVENUE,BROOKLYN,11212,BROOKLYN,GROCERY SUPERMARKET,40.65781227700006,-73.90774512099995
16754,NYC,897 PARK AVE DELI INC,897 PARK  AVENUE,BROOKLYN,11206,BROOKLYN,GROCERY SUPERMARKET,40.69882899300006,-73.93890086399995
